population	trait_id	anc_effect
Landrace	X2020_plantHeight_NR	0.0483739357712088
Landrace	X2020_plantHeight_NR	0.0209887689816224
Landrace	X2020_plantHeight_NR	-0.0291722177675376
Landrace	X2020_plantHeight_NR	-0.00947654595933602
Landrace	X2020_plantHeight_NR	0.0395911635045085
Landrace	X2020_plantHeight_NR	-0.0154879092501282
Landrace	X2020_plantHeight_NR	-0.0419615017492455
Landrace	X2020_plantHeight_NR	0.0241812058045339
Landrace	X2020_plantHeight_NR	-0.0657464899318276
Landrace	X2020_plantHeight_NR	0.00533371149685857
Landrace	X2020_plantHeight_NR	-0.0224355656705772
Landrace	X2020_plantHeight_NR	-0.0527444044854341
Landrace	X2020_plantHeight_NR	-0.0225090431017156
Landrace	X2020_plantHeight_NR	-0.0526679078127623
Landrace	X2020_plantHeight_NR	-0.0141789833044472
Landrace	X2020_plantHeight_NR	0.034307279919939
Landrace	X2020_plantHeight_NR	-0.0164844842638829
Landrace	X2020_plantHeight_NR	0.0394841797294976
Landrace	X2020_plantHeight_NR	-0.0170868029720962
Landrace	X2020_plantHeight_NR	0.0344755807122895
Landrace	X2020_plantHeight_NR	0.049856986948379
Landrace	X2020_plantHeight_NR	-0.0332061088647812
Landrace	X2020_plantHeight_NR	0.0203784198705725
Landrace	X2020_plantHeight_NR	-0.0155699730364774
Landrace	X2020_plantHeight_NR	-0.0320238581318761
Landrace	X2020_plantHeight_NR	-0.0592986061290977
Landrace	X2020_plantHeight_NR	0.0269750003890883
Landrace	X2020_plantHeight_NR	0.0302790884338863
Landrace	X2020_plantHeight_NR	-0.0235024090408929
Landrace	X2020_plantHeight_NR	-0.0350404353919818
Landrace	X2020_plantHeight_NR	0.053375002133073
Landrace	X2020_plantHeight_NR	-0.0487298219125009
Landrace	X2020_plantHeight_NR	0.040879309534138
Landrace	X2020_plantHeight_NR	0.0379935149169202
Landrace	X2020_plantHeight_NR	-0.0228288860990259
Landrace	X2020_plantHeight_NR	0.0306714212529469
Landrace	X2020_plantHeight_NR	-0.0345176006249282
Landrace	X2020_plantHeight_NR	-0.0266433938776671
Landrace	X2020_plantHeight_NR	-0.0518571671039761
Landrace	X2020_plantHeight_NR	0.0254020052042
Landrace	X2020_plantHeight_NR	-0.0233499279447515
Landrace	X2020_plantHeight_NR	0.0265495511095176
Landrace	X2020_plantHeight_NR	-0.0317586796633363
Landrace	X2020_plantHeight_NR	0.0244995289978619
Landrace	X2020_plantHeight_NR	0.0279948453682799
Landrace	X2020_plantHeight_NR	0.045744828837383
Landrace	X2020_plantHeight_NR	-0.0541614944169211
Landrace	X2020_plantHeight_NR	0.0255479456135704
Landrace	X2020_plantHeight_NR	0.0160384679779223
Landrace	X2020_plantHeight_NR	-0.0296347126602993
Landrace	X2020_plantHeight_NR	0.0253282369396218
Landrace	X2020_plantHeight_NR	-0.0376559852304998
Landrace	X2020_plantHeight_NR	-0.0341906159358722
Landrace	X2020_plantHeight_NR	0.0362773637723368
Landrace	X2020_plantHeight_NR	0.0335038297675665
Landrace	X2020_plantHeight_NR	0.024871015087296
Landrace	X2020_plantHeight_NR	-0.0494802553871291
Landrace	X2020_plantHeight_NR	-0.0303273716835913
Landrace	X2020_plantHeight_NR	-0.0267263658989756
Landrace	X2020_plantHeight_NR	-0.0298096674158645
Landrace	X2020_plantHeight_NR	-0.0214824874856669
Landrace	X2020_plantHeight_NR	-0.0382703463769017
Landrace	X2020_plantHeight_NR	-0.0413621822546835
Landrace	X2020_plantHeight_NR	-0.0319952245229697
Landrace	X2020_plantHeight_NR	0.0241373062280418
Landrace	X2020_plantHeight_NR	0.0231872998849152
Landrace	X2020_plantHeight_NR	0.0425480095788892
Landrace	X2020_plantHeight_NR	0.0483089654669587
Landrace	X2020_plantHeight_NR	-0.0522030208451766
Landrace	X2020_plantHeight_NR	0.0313706976784751
Landrace	X2020_plantHeight_NR	-0.0449391123916846
Landrace	X2020_plantHeight_NR	0.0526776176309133
Landrace	X2020_plantHeight_NR	0.0186747031613015
Landrace	X2020_plantHeight_NR	-0.04483949203542
Landrace	X2020_plantHeight_NR	-0.027896726317396
Landrace	X2020_plantHeight_NR	-0.0278240448039765
Landrace	X2020_plantHeight_NR	-0.0187767613253746
Landrace	X2020_plantHeight_NR	0.0418633461531456
Landrace	X2020_plantHeight_NR	-0.0194480095207078
Landrace	X2020_plantHeight_NR	-0.0335897837817625
Landrace	X2020_plantHeight_NR	0.0148944330282227
Landrace	X2020_plantHeight_NR	0.023265301384338
Landrace	X2020_plantHeight_NR	-0.0396738560686848
Landrace	X2020_plantHeight_NR	0.0290038064846378
Landrace	X2020_plantHeight_NR	-0.0319219078029342
Landrace	X2020_plantHeight_NR	0.0315085759998163
Landrace	X2020_plantHeight_NR	-0.0367831028935122
Landrace	X2020_plantHeight_NR	0.00621148148416528
Landrace	X2020_plantHeight_NR	0.0259469807943783
Landrace	X2020_plantHeight_NR	0.0257513766206272
Landrace	X2020_plantHeight_NR	0.0165703609067053
Landrace	X2020_plantHeight_NR	-0.0231523493785274
Landrace	X2020_plantHeight_NR	0.0541344523516718
Landrace	X2020_plantHeight_NR	0.0226036512599431
Landrace	X2020_plantHeight_NR	-0.04231530899265
Landrace	X2020_plantHeight_NR	0.0294108737371572
Landrace	X2020_plantHeight_NR	0.0307833780107605
Landrace	X2020_plantHeight_NR	0.02964301979101
Landrace	X2020_plantHeight_NR	0.0350853222062778
Landrace	X2020_plantHeight_NR	0.0310715095733042
Landrace	X2020_plantHeight_NR	0.0290798473213947
Landrace	X2020_plantHeight_NR	0.0331722478658192
Landrace	X2020_plantHeight_NR	0.03127890657
Landrace	X2020_plantHeight_NR	0.030921117923192
Landrace	X2020_plantHeight_NR	0.0313034024025799
Landrace	X2020_plantHeight_NR	0.0331794850436008
Landrace	X2020_plantHeight_NR	0.0306717416831968
Landrace	X2020_plantHeight_NR	0.0344238315614563
Landrace	X2020_plantHeight_NR	0.0376448155531683
Landrace	X2020_plantHeight_NR	-0.027005545374958
Landrace	X2020_plantHeight_NR	0.0511943382468426
Landrace	X2020_plantHeight_NR	0.0272385710695389
Landrace	X2020_plantHeight_NR	0.0389172735383561
Landrace	X2020_plantHeight_NR	-0.0331231657730589
Landrace	X2020_plantHeight_NR	0.038380345133154
Landrace	X2020_plantHeight_NR	0.0283105358114169
Landrace	X2020_plantHeight_NR	0.0437929620586883
Landrace	X2020_plantHeight_NR	-0.0319291113639018
Landrace	X2020_plantHeight_NR	0.0160416590245871
Landrace	X2020_plantHeight_NR	-0.0363963085985688
Landrace	X2020_plantHeight_NR	0.0625578755951177
Landrace	X2020_plantHeight_NR	-0.0426834138853349
Landrace	X2020_plantHeight_NR	-0.0339748496835365
Landrace	X2020_plantHeight_NR	0.0407356762763529
Landrace	X2020_plantHeight_NR	0.0219477746251116
Landrace	X2020_plantHeight_NR	0.040740912056993
Landrace	X2020_plantHeight_NR	-0.0330553301863187
Landrace	X2020_plantHeight_NR	0.0188425847056201
Landrace	X2020_plantHeight_NR	-0.0336164275325785
Landrace	X2020_plantHeight_NR	0.024732692218347
Landrace	X2020_plantHeight_NR	0.0258925953533732
Landrace	X2020_plantHeight_NR	0.0218191984851558
Landrace	X2020_plantHeight_NR	0.0234619075244382
Landrace	X2020_plantHeight_NR	-0.0189253490518971
Landrace	X2020_plantHeight_NR	-0.0545430657815913
Landrace	X2020_plantHeight_NR	0.0319477696140914
Landrace	X2020_plantHeight_NR	-0.0334606435974143
Landrace	X2020_plantHeight_NR	0.0169493850992052
Landrace	X2020_plantHeight_NR	0.0498032459732903
Landrace	X2020_plantHeight_NR	0.0284431584940922
Landrace	X2020_plantHeight_NR	0.0175340339000545
Landrace	X2020_plantHeight_NR	-0.0385267524757225
Landrace	X2020_plantHeight_NR	0.0191133285871311
Landrace	X2020_plantHeight_NR	-0.0161654349550784
Landrace	X2020_plantHeight_NR	0.0345600758020853
Landrace	X2020_plantHeight_NR	0.0521741608028975
Landrace	X2020_plantHeight_NR	0.0117987571245756
Landrace	X2020_plantHeight_NR	0.0220116987242831
Landrace	X2020_plantHeight_NR	0.0179397029043717
Landrace	X2020_plantHeight_NR	-0.022608188466781
Landrace	X2020_plantHeight_NR	-0.025131419083392
