population	trait_id	anc_effect
Landrace	X2020_paniclesPerPlot_NR	-0.0903666236219586
Landrace	X2020_paniclesPerPlot_NR	0.0825338286479043
Landrace	X2020_paniclesPerPlot_NR	0.0824670871786639
Landrace	X2020_paniclesPerPlot_NR	-0.0137735586323762
Landrace	X2020_paniclesPerPlot_NR	-0.0437067857423573
Landrace	X2020_paniclesPerPlot_NR	0.0847735610142734
Landrace	X2020_paniclesPerPlot_NR	-0.083854878818003
Landrace	X2020_paniclesPerPlot_NR	-0.0990056685971157
Landrace	X2020_paniclesPerPlot_NR	-0.0508772597495363
Landrace	X2020_paniclesPerPlot_NR	-0.0709092843982373
Landrace	X2020_paniclesPerPlot_NR	-0.10979658072404
Landrace	X2020_paniclesPerPlot_NR	-0.0614936261108444
Landrace	X2020_paniclesPerPlot_NR	-0.0848738131352958
Landrace	X2020_paniclesPerPlot_NR	-0.0673288694435124
Landrace	X2020_paniclesPerPlot_NR	-0.0501370799074249
Landrace	X2020_paniclesPerPlot_NR	0.0791978496877034
Landrace	X2020_paniclesPerPlot_NR	-0.0964230890987521
Landrace	X2020_paniclesPerPlot_NR	0.0619186316702348
Landrace	X2020_paniclesPerPlot_NR	0.0670611998702116
Landrace	X2020_paniclesPerPlot_NR	0.0920420115047739
Landrace	X2020_paniclesPerPlot_NR	0.119062895996986
Landrace	X2020_paniclesPerPlot_NR	0.147346764257034
Landrace	X2020_paniclesPerPlot_NR	-0.0554675218429602
Landrace	X2020_paniclesPerPlot_NR	-0.105630252363295
Landrace	X2020_paniclesPerPlot_NR	0.102480064206132
Landrace	X2020_paniclesPerPlot_NR	0.0981097320182315
Landrace	X2020_paniclesPerPlot_NR	0.0959884535064759
Landrace	X2020_paniclesPerPlot_NR	-0.0363721655448409
Landrace	X2020_paniclesPerPlot_NR	0.0894309005801697
Landrace	X2020_paniclesPerPlot_NR	0.074826040017647
Landrace	X2020_paniclesPerPlot_NR	0.0943108535226685
Landrace	X2020_paniclesPerPlot_NR	-0.137228331332933
Landrace	X2020_paniclesPerPlot_NR	0.112654935179836
Landrace	X2020_paniclesPerPlot_NR	0.0393109928909372
Landrace	X2020_paniclesPerPlot_NR	-0.100587198240123
Landrace	X2020_paniclesPerPlot_NR	0.0606467917220185
Landrace	X2020_paniclesPerPlot_NR	0.117906587858648
Landrace	X2020_paniclesPerPlot_NR	0.135565467714964
Landrace	X2020_paniclesPerPlot_NR	0.103327240656888
Landrace	X2020_paniclesPerPlot_NR	-0.0727434585876936
Landrace	X2020_paniclesPerPlot_NR	-0.0843669573511611
Landrace	X2020_paniclesPerPlot_NR	-0.0902061719352603
Landrace	X2020_paniclesPerPlot_NR	-0.127365050664046
Landrace	X2020_paniclesPerPlot_NR	0.0548454262136987
Landrace	X2020_paniclesPerPlot_NR	0.138392252858966
Landrace	X2020_paniclesPerPlot_NR	-0.101599298275394
Landrace	X2020_paniclesPerPlot_NR	-0.133235646673701
Landrace	X2020_paniclesPerPlot_NR	0.0872966554254997
Landrace	X2020_paniclesPerPlot_NR	-0.0417483877930583
Landrace	X2020_paniclesPerPlot_NR	-0.0395180753964244
Landrace	X2020_paniclesPerPlot_NR	-0.0951911592954967
Landrace	X2020_paniclesPerPlot_NR	0.125267213828809
Landrace	X2020_paniclesPerPlot_NR	-0.123419650937504
Landrace	X2020_paniclesPerPlot_NR	0.0946705147836744
Landrace	X2020_paniclesPerPlot_NR	-0.0446196138568082
Landrace	X2020_paniclesPerPlot_NR	-0.0910971932094451
Landrace	X2020_paniclesPerPlot_NR	0.171859119773167
Landrace	X2020_paniclesPerPlot_NR	-0.135370268500553
Landrace	X2020_paniclesPerPlot_NR	-0.0887028000857231
Landrace	X2020_paniclesPerPlot_NR	0.124120119539779
Landrace	X2020_paniclesPerPlot_NR	0.239784173664281
Landrace	X2020_paniclesPerPlot_NR	-0.0473397272405632
Landrace	X2020_paniclesPerPlot_NR	-0.0750109240485128
Landrace	X2020_paniclesPerPlot_NR	0.0926009700784616
Landrace	X2020_paniclesPerPlot_NR	-0.110850419690484
Landrace	X2020_paniclesPerPlot_NR	-0.121135654823837
Landrace	X2020_paniclesPerPlot_NR	0.127798156312181
Landrace	X2020_paniclesPerPlot_NR	-0.0917823850479954
Landrace	X2020_paniclesPerPlot_NR	-0.06658939258905
Landrace	X2020_paniclesPerPlot_NR	-0.0778247995141942
Landrace	X2020_paniclesPerPlot_NR	-0.0598465734759801
Landrace	X2020_paniclesPerPlot_NR	-0.0981659343748512
Landrace	X2020_paniclesPerPlot_NR	-0.0939253978375607
Landrace	X2020_paniclesPerPlot_NR	-0.0396110937737223
Landrace	X2020_paniclesPerPlot_NR	-0.135484741801293
Landrace	X2020_paniclesPerPlot_NR	-0.177474139741723
Landrace	X2020_paniclesPerPlot_NR	0.0879012396241994
Landrace	X2020_paniclesPerPlot_NR	-0.0699437770598594
Landrace	X2020_paniclesPerPlot_NR	-0.0782012726310901
Landrace	X2020_paniclesPerPlot_NR	0.0691396542507016
Landrace	X2020_paniclesPerPlot_NR	0.0846858560819897
Landrace	X2020_paniclesPerPlot_NR	-0.131341663459182
Landrace	X2020_paniclesPerPlot_NR	0.108505821311703
Landrace	X2020_paniclesPerPlot_NR	-0.0834701495855859
Landrace	X2020_paniclesPerPlot_NR	0.0740555825479776
Landrace	X2020_paniclesPerPlot_NR	-0.104390116937058
Landrace	X2020_paniclesPerPlot_NR	-0.106235894089076
Landrace	X2020_paniclesPerPlot_NR	-0.0604042612752129
Landrace	X2020_paniclesPerPlot_NR	-0.10921142564639
Landrace	X2020_paniclesPerPlot_NR	0.076006018603297
Landrace	X2020_paniclesPerPlot_NR	0.0852211584390537
Landrace	X2020_paniclesPerPlot_NR	-0.0784682408534853
Landrace	X2020_paniclesPerPlot_NR	-0.120893379129371
Landrace	X2020_paniclesPerPlot_NR	0.0856864116727624
Landrace	X2020_paniclesPerPlot_NR	-0.114757397436173
Landrace	X2020_paniclesPerPlot_NR	0.0665804352805817
Landrace	X2020_paniclesPerPlot_NR	0.0840333905789939
Landrace	X2020_paniclesPerPlot_NR	0.0743885591971345
Landrace	X2020_paniclesPerPlot_NR	0.0800125120313885
Landrace	X2020_paniclesPerPlot_NR	-0.0742952789459313
Landrace	X2020_paniclesPerPlot_NR	-0.157865453728692
Landrace	X2020_paniclesPerPlot_NR	0.0695937636899963
Landrace	X2020_paniclesPerPlot_NR	-0.145146500479488
Landrace	X2020_paniclesPerPlot_NR	0.0763314378870849
Landrace	X2020_paniclesPerPlot_NR	0.119253441340365
Landrace	X2020_paniclesPerPlot_NR	-0.145146500479488
Landrace	X2020_paniclesPerPlot_NR	0.0747829521029163
Landrace	X2020_paniclesPerPlot_NR	-0.0806928559832238
Landrace	X2020_paniclesPerPlot_NR	-0.159044391032204
Landrace	X2020_paniclesPerPlot_NR	-0.123343384688337
Landrace	X2020_paniclesPerPlot_NR	0.12514745068315
Landrace	X2020_paniclesPerPlot_NR	0.0480188631572831
Landrace	X2020_paniclesPerPlot_NR	0.0274627627238966
Landrace	X2020_paniclesPerPlot_NR	0.0339359681780761
Landrace	X2020_paniclesPerPlot_NR	-0.0767772351353604
Landrace	X2020_paniclesPerPlot_NR	0.0478436045024547
Landrace	X2020_paniclesPerPlot_NR	-0.0621306027502312
Landrace	X2020_paniclesPerPlot_NR	-0.0422551310606923
Landrace	X2020_paniclesPerPlot_NR	-0.0772646460094306
Landrace	X2020_paniclesPerPlot_NR	-0.0818828227368785
Landrace	X2020_paniclesPerPlot_NR	0.111496657183744
Landrace	X2020_paniclesPerPlot_NR	0.154151362266897
Landrace	X2020_paniclesPerPlot_NR	0.10518304434314
Landrace	X2020_paniclesPerPlot_NR	-0.16597764302295
Landrace	X2020_paniclesPerPlot_NR	-0.0476366824490076
Landrace	X2020_paniclesPerPlot_NR	-0.0797958351515396
Landrace	X2020_paniclesPerPlot_NR	0.054606204337257
Landrace	X2020_paniclesPerPlot_NR	0.0644618807652179
Landrace	X2020_paniclesPerPlot_NR	0.0385375138394138
Landrace	X2020_paniclesPerPlot_NR	-0.0645739820916615
Landrace	X2020_paniclesPerPlot_NR	-0.104842965610721
Landrace	X2020_paniclesPerPlot_NR	-0.0827885845113838
Landrace	X2020_paniclesPerPlot_NR	-0.0666688689195597
Landrace	X2020_paniclesPerPlot_NR	-0.0277383239264853
Landrace	X2020_paniclesPerPlot_NR	-0.0465202403714597
Landrace	X2020_paniclesPerPlot_NR	-0.0786657753979139
Landrace	X2020_paniclesPerPlot_NR	0.0786263532055148
