population	trait_id	anc_effect
Landrace	X2020_estimatedPlotYield_NR	-0.324527759912906
Landrace	X2020_estimatedPlotYield_NR	-0.350603473964917
Landrace	X2020_estimatedPlotYield_NR	0.318387256977988
Landrace	X2020_estimatedPlotYield_NR	-0.0255064088544823
Landrace	X2020_estimatedPlotYield_NR	-0.493746467195388
Landrace	X2020_estimatedPlotYield_NR	0.161955951199911
Landrace	X2020_estimatedPlotYield_NR	0.312777888723019
Landrace	X2020_estimatedPlotYield_NR	-0.279864582526508
Landrace	X2020_estimatedPlotYield_NR	-0.446989199130709
Landrace	X2020_estimatedPlotYield_NR	-0.10523988479702
Landrace	X2020_estimatedPlotYield_NR	0.313303658127149
Landrace	X2020_estimatedPlotYield_NR	-0.248324838007691
Landrace	X2020_estimatedPlotYield_NR	-0.391653790395037
Landrace	X2020_estimatedPlotYield_NR	-0.184054062646578
Landrace	X2020_estimatedPlotYield_NR	0.184164215061455
Landrace	X2020_estimatedPlotYield_NR	-0.129177734557124
Landrace	X2020_estimatedPlotYield_NR	-0.207859917430978
Landrace	X2020_estimatedPlotYield_NR	-0.544057856624745
Landrace	X2020_estimatedPlotYield_NR	0.282755724143382
Landrace	X2020_estimatedPlotYield_NR	-0.205026827958029
Landrace	X2020_estimatedPlotYield_NR	-0.467584527578004
Landrace	X2020_estimatedPlotYield_NR	-0.304930364301896
Landrace	X2020_estimatedPlotYield_NR	-0.253292297901463
Landrace	X2020_estimatedPlotYield_NR	0.260525133251325
Landrace	X2020_estimatedPlotYield_NR	0.391997922723324
Landrace	X2020_estimatedPlotYield_NR	-0.298677058690124
Landrace	X2020_estimatedPlotYield_NR	-0.516641957453497
Landrace	X2020_estimatedPlotYield_NR	-0.184992166212229
Landrace	X2020_estimatedPlotYield_NR	-0.292407071229992
Landrace	X2020_estimatedPlotYield_NR	-0.178655397136547
Landrace	X2020_estimatedPlotYield_NR	-0.184306672014258
Landrace	X2020_estimatedPlotYield_NR	-0.16553312432318
Landrace	X2020_estimatedPlotYield_NR	-0.203298096733158
Landrace	X2020_estimatedPlotYield_NR	-0.213864462584488
Landrace	X2020_estimatedPlotYield_NR	0.306890131588843
Landrace	X2020_estimatedPlotYield_NR	-0.327878561265238
Landrace	X2020_estimatedPlotYield_NR	0.423352809512818
Landrace	X2020_estimatedPlotYield_NR	0.254330773559961
Landrace	X2020_estimatedPlotYield_NR	0.315030895629739
Landrace	X2020_estimatedPlotYield_NR	0.256875022805965
Landrace	X2020_estimatedPlotYield_NR	0.221987219779956
Landrace	X2020_estimatedPlotYield_NR	-0.332649736307699
Landrace	X2020_estimatedPlotYield_NR	0.232127245727287
Landrace	X2020_estimatedPlotYield_NR	-0.305395867147127
Landrace	X2020_estimatedPlotYield_NR	-0.220304597062536
Landrace	X2020_estimatedPlotYield_NR	-0.467320550745336
Landrace	X2020_estimatedPlotYield_NR	0.314268165440367
Landrace	X2020_estimatedPlotYield_NR	0.106669077508941
Landrace	X2020_estimatedPlotYield_NR	-0.294142803843174
Landrace	X2020_estimatedPlotYield_NR	-0.161339262209427
Landrace	X2020_estimatedPlotYield_NR	0.345329877466127
Landrace	X2020_estimatedPlotYield_NR	0.197124329721948
Landrace	X2020_estimatedPlotYield_NR	-0.404716997477208
Landrace	X2020_estimatedPlotYield_NR	-0.849396870299628
Landrace	X2020_estimatedPlotYield_NR	0.24299281263111
Landrace	X2020_estimatedPlotYield_NR	-0.254941055278343
Landrace	X2020_estimatedPlotYield_NR	-0.331449951876206
Landrace	X2020_estimatedPlotYield_NR	-0.366468153111549
Landrace	X2020_estimatedPlotYield_NR	0.365511365734421
Landrace	X2020_estimatedPlotYield_NR	-0.317227288421966
Landrace	X2020_estimatedPlotYield_NR	-0.35866656721565
Landrace	X2020_estimatedPlotYield_NR	0.125048045530602
Landrace	X2020_estimatedPlotYield_NR	0.219008420719268
Landrace	X2020_estimatedPlotYield_NR	-0.159209653113516
Landrace	X2020_estimatedPlotYield_NR	-0.195353901105768
Landrace	X2020_estimatedPlotYield_NR	-0.207547985173908
Landrace	X2020_estimatedPlotYield_NR	0.131901253694137
Landrace	X2020_estimatedPlotYield_NR	0.194726777131126
Landrace	X2020_estimatedPlotYield_NR	-0.749240254015652
Landrace	X2020_estimatedPlotYield_NR	0.268728266753626
Landrace	X2020_estimatedPlotYield_NR	-0.338984161652097
Landrace	X2020_estimatedPlotYield_NR	0.533608049122585
Landrace	X2020_estimatedPlotYield_NR	-0.185919192216112
Landrace	X2020_estimatedPlotYield_NR	-0.223718506716707
Landrace	X2020_estimatedPlotYield_NR	0.237996613903351
Landrace	X2020_estimatedPlotYield_NR	-0.59685234733112
Landrace	X2020_estimatedPlotYield_NR	-0.274546563487073
Landrace	X2020_estimatedPlotYield_NR	0.244235342861183
Landrace	X2020_estimatedPlotYield_NR	0.365793654460175
Landrace	X2020_estimatedPlotYield_NR	-0.277985640385321
Landrace	X2020_estimatedPlotYield_NR	-0.253828078708097
Landrace	X2020_estimatedPlotYield_NR	-0.160431183648738
Landrace	X2020_estimatedPlotYield_NR	-0.265413871417424
Landrace	X2020_estimatedPlotYield_NR	-0.158879197593127
Landrace	X2020_estimatedPlotYield_NR	-0.25797046394385
Landrace	X2020_estimatedPlotYield_NR	-0.213593217687888
Landrace	X2020_estimatedPlotYield_NR	-0.479116931747605
Landrace	X2020_estimatedPlotYield_NR	0.251276002257131
Landrace	X2020_estimatedPlotYield_NR	0.115137898394884
Landrace	X2020_estimatedPlotYield_NR	-0.253064783189478
Landrace	X2020_estimatedPlotYield_NR	-0.475135232399735
Landrace	X2020_estimatedPlotYield_NR	-0.145273332221059
Landrace	X2020_estimatedPlotYield_NR	0.104531480703195
Landrace	X2020_estimatedPlotYield_NR	0.417195501361881
